"","State","Year","Type_code","Type","Gender","Age_group","Total"
"43624","Chhattisgarh",2006,"Means_adopted","By Over Alcoholism","Female","0-14",0
"41806","Chhattisgarh",2003,"Causes","Poverty","Female","45-59",1
"131389","Madhya Pradesh",2006,"Causes","Bankruptcy or Sudden change in Economic","Female","45-59",3
"117362","Kerala",2005,"Causes","Suspected/Illicit Relation","Female","45-59",0
"124804","Lakshadweep",2006,"Means_adopted","By Machine","Male","0-14",0
"9395","Andhra Pradesh",2005,"Means_adopted","By Overdose of sleeping pills","Female","60+",10
"24649","Assam",2008,"Professional_Profile","Others (Please Specify)","Male","15-29",241
"65125","Delhi (Ut)",2008,"Professional_Profile","House Wife","Female","15-29",166
"221030","Uttar Pradesh",2007,"Professional_Profile","Service (Government)","Female","0-14",0
"172571","Odisha",2007,"Means_adopted","By Consuming Other Poison","Female","15-29",93
"30394","Bihar",2007,"Causes","Divorce","Female","0-14",0
"168054","Nagaland",2011,"Means_adopted","By Other means (please specify)","Female","15-29",0
"6083","A & N Islands",2011,"Professional_Profile","Self-employed (Business activity)","Female","30-44",0
"116604","Kerala",2003,"Professional_Profile","Student","Female","60+",0
"199707","Sikkim",2007,"Means_adopted","By Jumping from (Other sites)","Male","45-59",0
"19647","Arunachal Pradesh",2011,"Social_Status","Never Married","Male","0-100+",38
"151318","Meghalaya",2005,"Means_adopted","By Hanging","Male","45-59",5
"112163","Karnataka",2008,"Causes","Ideological Causes/Hero Worshipping","Female","15-29",2
"67115","Delhi (Ut)",2012,"Causes","Cancellation/Non-Settlement of Marriage","Male","45-59",0
"203364","Tamil Nadu",2002,"Causes","Failure in Examination","Female","30-44",15
"8628","Andhra Pradesh",2004,"Causes","Family Problems","Female","60+",35
"17502","Arunachal Pradesh",2008,"Causes","Ideological Causes/Hero Worshipping","Male","15-29",0
"77334","Gujarat",2006,"Causes","Not having Children(Barrenness/Impotency","Male","60+",0
"21216","Assam",2002,"Professional_Profile","Public Sector Undertaking","Female","0-14",0
"114788","Karnataka",2012,"Means_adopted","By Hanging","Female","60+",72
"167983","Nagaland",2011,"Causes","Death of Dear Person","Male","60+",0
"165247","Nagaland",2006,"Means_adopted","By Other means (please specify)","Male","0-14",0
"107451","Jharkhand",2011,"Professional_Profile","Student","Female","0-14",6
"188520","Punjab",2011,"Professional_Profile","Farming/Agriculture Activity","Female","30-44",1
"100242","Jammu & Kashmir",2011,"Causes","Unemployment","Female","0-14",0
"160569","Mizoram",2010,"Causes","Property Dispute","Male","15-29",0
"220159","Uttar Pradesh",2006,"Causes","Dowry Dispute","Male","30-44",2
"13915","Arunachal Pradesh",2001,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","60+",0
"125725","Lakshadweep",2008,"Causes","Illness (Aids/STD)","Female","30-44",0
"190116","Rajasthan",2002,"Means_adopted","By Hanging","Male","45-59",161
"218756","Uttar Pradesh",2003,"Means_adopted","By Hanging","Male","60+",29
"95904","Jammu & Kashmir",2003,"Causes","Other Causes (Please Specity)","Female","45-59",0
"48740","D & N Haveli",2003,"Means_adopted","By Hanging","Male","15-29",4
"108637","Karnataka",2001,"Professional_Profile","Retired Person","Female","30-44",14
"2539","A & N Islands",2005,"Means_adopted","By Drowning","Male","0-14",0
"236937","West Bengal",2011,"Professional_Profile","Professional Activity","Female","60+",0
"217000","Tripura",2012,"Means_adopted","By Jumping from (Building)","Male","30-44",0
"197540","Sikkim",2003,"Professional_Profile","Professional Activity","Female","15-29",0
"35706","Chandigarh",2004,"Causes","Failure in Examination","Male","60+",0
"198482","Sikkim",2005,"Means_adopted","By Drowning","Male","0-14",0
"195933","Rajasthan",2012,"Professional_Profile","Student","Male","60+",0
"222534","Uttar Pradesh",2010,"Causes","Insanity/Mental Illness","Male","60+",24
"93848","Himachal Pradesh",2011,"Means_adopted","By Hanging","Female","45-59",5
"208992","Tamil Nadu",2012,"Causes","Drug Abuse/Addiction","Male","15-29",39
"145390","Manipur",2007,"Causes","Cancer","Female","15-29",0
"69487","Goa",2004,"Means_adopted","By coming under running vehicles/trains","Male","15-29",0
"223547","Uttar Pradesh",2012,"Causes","Cancer","Female","30-44",2
"177943","Puducherry",2005,"Causes","Not having Children(Barrenness/Impotency","Male","0-14",0
"20895","Assam",2002,"Causes","Illegitimate Pregnancy","Female","30-44",8
"192351","Rajasthan",2006,"Means_adopted","By Fire-Arms","Male","30-44",5
"35366","Chandigarh",2003,"Professional_Profile","Unemployed","Male","0-14",0
"48436","D & N Haveli",2003,"Causes","Family Problems","Female","0-14",0
"223987","Uttarakhand",2001,"Causes","Family Problems","Female","0-14",0
"138638","Maharashtra",2007,"Causes","Unemployment","Male","0-14",0
"23698","Assam",2007,"Causes","Unemployment","Male","15-29",0
"228723","Uttarakhand",2009,"Causes","Insanity/Mental Illness","Female","60+",0
"6122","A & N Islands",2011,"Professional_Profile","Student","Female","60+",0
"163876","Nagaland",2004,"Causes","Death of Dear Person","Male","0-14",0
"225732","Uttarakhand",2004,"Causes","Paralysis","Female","15-29",0
"104428","Jharkhand",2006,"Causes","Cancer","Male","60+",0
"16035","Arunachal Pradesh",2005,"Means_adopted","By Hanging","Male","0-14",0
"9994","Andhra Pradesh",2006,"Professional_Profile","Student","Male","0-14",55
"161257","Mizoram",2011,"Causes","Dowry Dispute","Female","60+",0
"128623","Madhya Pradesh",2001,"Causes","Cancer","Female","60+",0
"218240","Uttar Pradesh",2002,"Professional_Profile","Service (Government)","Male","15-29",7
"119085","Kerala",2008,"Causes","Cancer","Male","45-59",27
"106041","Jharkhand",2009,"Causes","Other Prolonged Illness","Female","45-59",2
"51343","D & N Haveli",2008,"Causes","Failure in Examination","Male","30-44",0
"165868","Nagaland",2007,"Means_adopted","By Machine","Male","30-44",0
"193018","Rajasthan",2007,"Professional_Profile","Self-employed (Business activity)","Female","15-29",0
"8186","Andhra Pradesh",2003,"Means_adopted","By Over Alcoholism","Female","30-44",2
"190083","Rajasthan",2002,"Means_adopted","By Drowning","Male","30-44",60
"28945","Bihar",2004,"Causes","Causes Not known","Male","60+",1
"40973","Chhattisgarh",2001,"Professional_Profile","Student","Female","15-29",69
"175010","Odisha",2011,"Professional_Profile","Public Sector Undertaking","Female","30-44",13
"110589","Karnataka",2005,"Causes","Death of Dear Person","Female","45-59",6
"187248","Punjab",2009,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","30-44",0
"140684","Maharashtra",2010,"Means_adopted","By Consuming Other Poison","Male","45-59",181
"212233","Tripura",2004,"Causes","Failure in Examination","Female","30-44",1
"96168","Jammu & Kashmir",2003,"Professional_Profile","Self-employed (Business activity)","Female","0-14",0
"7639","Andhra Pradesh",2002,"Means_adopted","By coming under running vehicles/trains","Male","30-44",188
"53720","D & N Haveli",2012,"Means_adopted","By Self Infliction of injury","Female","0-14",0
"156342","Mizoram",2002,"Means_adopted","By Consuming Other Poison","Male","30-44",0
"232440","West Bengal",2004,"Causes","Causes Not known","Female","0-14",49
"87343","Haryana",2012,"Causes","Drug Abuse/Addiction","Male","15-29",20
"82127","Haryana",2002,"Professional_Profile","Service (Private)","Male","45-59",31
"170043","Odisha",2003,"Causes","Other Prolonged Illness","Female","15-29",24
"197556","Sikkim",2003,"Professional_Profile","Public Sector Undertaking","Female","30-44",0
"232977","West Bengal",2004,"Professional_Profile","Professional Activity","Female","60+",1
"72899","Goa",2010,"Means_adopted","By touching electric wires","Female","30-44",0
"96950","Jammu & Kashmir",2005,"Causes","Poverty","Male","15-29",0
"78749","Gujarat",2008,"Professional_Profile","House Wife","Female","60+",113
"9104","Andhra Pradesh",2005,"Causes","Illegitimate Pregnancy","Female","30-44",0
"195118","Rajasthan",2011,"Means_adopted","By coming under running vehicles/trains","Male","0-14",2
"138355","Maharashtra",2006,"Means_adopted","By coming under running vehicles/trains","Male","15-29",76
"39933","Chandigarh",2011,"Professional_Profile","Unemployed","Male","60+",0
"43856","Chhattisgarh",2006,"Professional_Profile","Professional Activity","Male","45-59",13
"83253","Haryana",2004,"Professional_Profile","Retired Person","Male","45-59",0
"43491","Chhattisgarh",2006,"Causes","Death of Dear Person","Female","45-59",0
"54915","Daman & Diu",2002,"Means_adopted","By touching electric wires","Male","30-44",0
"139205","Maharashtra",2008,"Causes","Love Affairs","Male","15-29",83
"202664","Sikkim",2012,"Professional_Profile","Retired Person","Female","60+",0
"188911","Punjab",2012,"Means_adopted","By Machine","Female","15-29",0
"139166","Maharashtra",2008,"Causes","Professional/Career Problem","Female","0-14",0
"14632","Arunachal Pradesh",2003,"Causes","Cancellation/Non-Settlement of Marriage","Female","0-14",0
"16075","Arunachal Pradesh",2005,"Means_adopted","By Fire-Arms","Female","30-44",0
"85187","Haryana",2008,"Causes","Causes Not known","Male","45-59",58
"87194","Haryana",2011,"Professional_Profile","Others (Please Specify)","Male","30-44",363
"202623","Sikkim",2012,"Professional_Profile","Self-employed (Business activity)","Male","30-44",4
"85023","Haryana",2008,"Causes","Family Problems","Female","0-14",3
"62276","Delhi (Ut)",2003,"Professional_Profile","Others (Please Specify)","Female","0-14",1
"57914","Daman & Diu",2008,"Causes","Property Dispute","Female","0-14",0
"94539","Himachal Pradesh",2012,"Professional_Profile","House Wife","Male","30-44",0
"167369","Nagaland",2010,"Causes","Poverty","Male","45-59",0
"32515","Bihar",2010,"Means_adopted","By Fire/Self Immolation","Male","60+",1
"74705","Gujarat",2001,"Professional_Profile","Student","Male","0-14",19
"34921","Chandigarh",2003,"Causes","Professional/Career Problem","Female","0-14",0
"69105","Goa",2003,"Professional_Profile","Service (Private)","Female","30-44",2
"184810","Punjab",2005,"Causes","Causes Not known","Female","45-59",0
"215321","Tripura",2009,"Means_adopted","By Jumping off Moving Vehicles/Trains","Female","45-59",0
"65952","Delhi (Ut)",2010,"Causes","Failure in Examination","Female","45-59",0
"192887","Rajasthan",2007,"Means_adopted","By Jumping off Moving Vehicles/Trains","Male","15-29",13
"58201","Daman & Diu",2008,"Means_adopted","By touching electric wires","Male","0-14",0
"33683","Bihar",2012,"Professional_Profile","Unemployed","Female","15-29",0
"86057","Haryana",2009,"Professional_Profile","Others (Please Specify)","Female","30-44",16
"84915","Haryana",2007,"Professional_Profile","Service (Private)","Female","30-44",4
"29727","Bihar",2005,"Professional_Profile","Others (Please Specify)","Female","15-29",29
"237212","West Bengal",2012,"Causes","Illness (Aids/STD)","Male","60+",0
"110513","Karnataka",2005,"Causes","Bankruptcy or Sudden change in Economic","Male","30-44",6
"175832","Puducherry",2001,"Causes","Insanity/Mental Illness","Male","45-59",0
"115897","Kerala",2002,"Means_adopted","By Hanging","Male","45-59",956
"131839","Madhya Pradesh",2007,"Causes","Ideological Causes/Hero Worshipping","Male","0-14",0
"25472","Assam",2010,"Causes","Illegitimate Pregnancy","Female","45-59",0
"220895","Uttar Pradesh",2007,"Means_adopted","By Consuming Insecticides","Male","0-14",6
"142711","Manipur",2002,"Causes","Cancer","Female","45-59",0
"236700","West Bengal",2011,"Means_adopted","By Jumping from (Other sites)","Male","0-14",6
"33563","Bihar",2012,"Means_adopted","By Hanging","Female","30-44",17
"195896","Rajasthan",2012,"Professional_Profile","Service (Private)","Female","45-59",2
"113477","Karnataka",2010,"Causes","Other Prolonged Illness","Male","60+",263
"132476","Madhya Pradesh",2008,"Causes","Suspected/Illicit Relation","Female","30-44",9
"143893","Manipur",2004,"Causes","Cancellation/Non-Settlement of Marriage","Male","60+",0
"124304","Lakshadweep",2005,"Means_adopted","By Consuming Insecticides","Female","30-44",0
"136340","Maharashtra",2003,"Causes","Fall in Social Reputation","Female","0-14",3
"26449","Assam",2012,"Causes","Divorce","Female","0-14",0
"236367","West Bengal",2010,"Professional_Profile","Service (Private)","Female","60+",5
"57760","Daman & Diu",2007,"Means_adopted","By Fire-Arms","Female","60+",0
"7617","Andhra Pradesh",2002,"Means_adopted","By Other means","Male","15-29",89
"222941","Uttar Pradesh",2011,"Causes","Fall in Social Reputation","Male","15-29",9
"70498","Goa",2006,"Causes","Illness (Aids/STD)","Male","45-59",0
"221466","Uttar Pradesh",2008,"Means_adopted","By coming under running vehicles/trains","Female","15-29",11
"77053","Gujarat",2005,"Professional_Profile","House Wife","Female","60+",71
"135584","Maharashtra",2001,"Means_adopted","By Jumping from (Other sites)","Male","45-59",3
"10813","Andhra Pradesh",2008,"Causes","Dowry Dispute","Male","30-44",0
"235371","West Bengal",2009,"Causes","Divorce","Female","30-44",32
"192253","Rajasthan",2006,"Education_Status","No Education","Female","0-100+",626
"166983","Nagaland",2009,"Means_adopted","By Drowning","Male","30-44",0
"231278","West Bengal",2001,"Professional_Profile","Service (Private)","Female","60+",48
"86841","Haryana",2011,"Causes","Illness (Aids/STD)","Male","30-44",17
"156536","Mizoram",2002,"Social_Status","Never Married","Female","0-100+",2
"76071","Gujarat",2004,"Causes","Ideological Causes/Hero Worshipping","Female","30-44",0
"49621","D & N Haveli",2005,"Causes","Family Problems","Male","15-29",3
"128363","Lakshadweep",2012,"Professional_Profile","House Wife","Male","45-59",0
"158688","Mizoram",2006,"Professional_Profile","Student","Female","15-29",0
"116193","Kerala",2003,"Causes","Cancer","Female","30-44",2
"118343","Kerala",2007,"Causes","Illegitimate Pregnancy","Female","0-14",0
"188199","Punjab",2011,"Causes","Other Causes (Please Specity)","Female","45-59",0
"190260","Rajasthan",2002,"Professional_Profile","Retired Person","Female","60+",2
"13451","Andhra Pradesh",2012,"Professional_Profile","House Wife","Female","45-59",401
"70296","Goa",2005,"Professional_Profile","Retired Person","Male","60+",1
"137895","Maharashtra",2005,"Professional_Profile","Service (Private)","Female","0-14",1
"47923","D & N Haveli",2002,"Causes","Illegitimate Pregnancy","Female","15-29",0
"185480","Punjab",2006,"Means_adopted","By coming under running vehicles/trains","Female","0-14",10
"207086","Tamil Nadu",2008,"Professional_Profile","Self-employed (Business activity)","Male","0-14",0
"76260","Gujarat",2004,"Means_adopted","By Fire-Arms","Female","15-29",5
"38031","Chandigarh",2008,"Means_adopted","By Self Infliction of injury","Female","15-29",0
"226236","Uttarakhand",2004,"Social_Status","Never Married","Male","0-100+",44
"98633","Jammu & Kashmir",2008,"Causes","Unemployment","Male","15-29",1
"217057","Tripura",2012,"Means_adopted","By Overdose of sleeping pills","Male","60+",0
"111498","Karnataka",2006,"Professional_Profile","Others (Please Specify)","Male","45-59",465
"222300","Uttar Pradesh",2010,"Causes","Physical Abuse (Rape/Incest Etc.)","Female","0-14",1
"128531","Madhya Pradesh",2001,"Causes","Divorce","Male","30-44",1
"175491","Odisha",2012,"Means_adopted","By Machine","Female","60+",0
"43165","Chhattisgarh",2005,"Means_adopted","By touching electric wires","Male","45-59",9
"29336","Bihar",2005,"Causes","Paralysis","Female","15-29",1
"127104","Lakshadweep",2010,"Means_adopted","By Consuming Other Poison","Female","45-59",0
"1061","A & N Islands",2002,"Professional_Profile","Self-employed (Business activity)","Male","30-44",0
"213042","Tripura",2005,"Means_adopted","By Overdose of sleeping pills","Male","30-44",0
"180824","Puducherry",2010,"Causes","Dowry Dispute","Female","30-44",0
"204728","Tamil Nadu",2004,"Means_adopted","By Over Alcoholism","Male","30-44",0
"29485","Bihar",2005,"Causes","Drug Abuse/Addiction","Female","60+",0
"21225","Assam",2002,"Professional_Profile","Retired Person","Male","0-14",0
"168695","Nagaland",2012,"Means_adopted","By Hanging","Male","45-59",4
"112929","Karnataka",2009,"Causes","Other Prolonged Illness","Male","60+",259
